Longitude,Latitude,Value
-117.52775553965208,33.49816047538945,4.7926468560789806
-117.07451135699037,35.80285722563966,4.144385465376482
-114.74431664241571,34.92797576724562,3.238110465145311
-117.41538997421861,34.394633936788146,5.255180078827795
-118.15253626656954,32.624074561769746,4.7389246902155175
-116.21599368770825,32.62397808134481,2.650467757379565
-114.3192261291961,32.232334448672795,5.64370873797537
-115.51985101662514,35.46470458309974,5.290148971692676
-116.14969414955317,34.40446004697284,5.799199653167696
-118.51411753114616,34.83229031118418,4.90287803355344
-115.92496386650416,32.08233797718321,4.453660783743159
-114.04973074947868,35.879639408647975,3.6729721451624755
-118.29957992381738,35.329770563201684,5.730913933416053
-116.40835173818131,32.8493564427131,5.464255558001634
-114.61313464036023,32.7272998688284,2.1808746804247576
-115.29615691122898,32.733618039413734,2.105467897989008
-115.51492129502365,33.21696897183815,3.5058534675121984
-115.48757958006445,34.09902572652895,5.242213323127332
-117.20254424390123,33.727780074568464,5.949104517259778
-117.53204077867753,33.164916560792165,2.6016675644141127
-114.95319422260744,34.447411578889515,4.3765228614085405
-114.9494330266041,32.55797544260817,3.523563426524086
-114.66463840709949,33.168578594140875,5.879657591258413
-114.43379723721765,33.46544737317477,5.368475692542835
-116.44328800569531,33.824279936868145,5.353314818844551
-116.492418526564,35.140703845572055,3.874772639179881
-115.00852410516612,32.79869512863344,3.6592780093506607
-115.75018034611118,34.056937753654445,3.093628287722825
-115.49016561371148,34.36965827544817,2.2255019866037085
-115.02103665281949,32.18580165087999,5.458889505020213
-114.54997329091216,34.430179407605756,5.251604036520311
-117.31002421574232,32.68209649474917,5.998870693144522
-117.12208523680027,32.260206371941116,5.9865473482956215
-118.53009030079565,35.795542149013336,4.22172682241051
-116.10859929501913,35.86252813229824,5.075949660722042
-118.8202886310163,35.233589392465845,5.7790629195297125
-116.6720099093377,33.21845507669348,5.398589562709645
-116.28677682646212,32.390688456025536,2.9893924069727906
-117.56729373935858,34.73693210604863,3.802176541240374
-116.04583369715495,33.760609974958406,2.51663766060598
-118.84749875030475,32.48815293937911,5.8162041090348895
-118.81325905625393,33.98070764044508,4.42469853780352
-114.88699719670171,32.137554084460874,2.914571222013851
-117.19904679294369,35.63728160831513,4.686802737623427
-118.36469743674057,33.03511992640007,4.472512961831583
-116.38878369972598,34.650089137415925,3.432650872131362
-115.15003223450695,33.246844304357644,2.454230368798516
-117.92089486251578,34.08027208471124,4.686292782371199
-115.885547620905,34.18684111737312,4.081230803615173
-118.57326267503116,32.739417822102105,5.089273566942557
-118.74159139415696,35.87833851105823,4.0806540044479735
-116.34322684215925,35.10053129344446,5.408726001274161
-116.29682439194947,35.757995766256755,4.207627355097943
-115.81285049250897,35.579309401710596,4.2437518861415455
-115.3695433313867,34.39159991524434,5.5066144106333805
-114.12073960268732,35.687496940092466,3.613931464849588
-116.41849825849403,32.353970008207675,2.536060913802563
-117.38521763529377,32.78393144967658,2.115130705253356
-115.02406902615648,32.180909155642155,5.0205490226944764
-117.64583874368962,33.30132132305306,4.481238205413859
-116.80514289647182,33.55470915875793,4.816319072396894
-118.60771809328867,33.085396127095585,2.851856646035643
-118.87324628292271,35.31495003660772,2.545485902347079
-114.18675792661037,33.427013306774356,2.0581786626715277
-114.82009939743897,33.12373803874952,3.402350235226388
-115.52012896953151,34.17078433263299,4.359670747418532
-116.95523527792865,32.56369689989905,3.5689761803989293
-118.13352839964577,35.20878792301616,3.7498996880949163
-118.21781478664457,32.298202574719085,5.616634777974994
-117.74878550917703,35.947547746402066,3.3930218680932014
-116.2538666764694,35.08897907718663,4.055957956639244
-115.42702038649969,32.79486272613669,5.134612050964572
-115.69901311641135,32.02208846849441,3.5861711292850806
-117.60033051527029,35.26184571381933,4.4883468009114935
-114.22567359668403,34.827429375390466,5.44945483498698
-115.31051541652116,34.91602867216395,5.7980824946305685
-116.228229737443,35.08508138674378,2.5882939237161517
-115.94139626882824,32.29617860693636,5.706350500645978
-116.90199968786105,33.43386291417709,3.9684651723181528
-117.7613450524942,32.46347623810052,3.0329775531958334
-117.2201366067437,35.45241370350237,3.8365430249530452
-115.21076944767816,34.49319250731023,5.920130301141908
-118.92803255685122,33.3235920994106,3.9704723759714784
-118.41963679746542,32.25423340114409,3.315006441150033
-118.76998678989123,33.24392928686265,4.533603417266903
-118.79635598840515,33.30073328810699,2.9605824751127723
-114.72269707994496,34.91842471335226,2.3034533124346557
-115.48171070309988,34.550229885420855,2.515518887642597
-116.62913085456337,35.54885097030531,2.5121833558310898
-118.510829196745,33.8888597006478,2.6076107740491774
-116.54192062441584,32.47837698375321,2.5553086905976405
-116.63264114609717,34.85297914889198,4.563498979212858
-118.13399065044993,35.04314019446759,2.7275203375965793
-116.83074175381013,34.24510879027798,3.382669133295453
-117.00747632801313,35.08386871981824,5.587153639624047
-115.92074950973891,33.975182385457565,3.8958465610514894
-115.82453174566179,34.090931317527975,4.670230954084109
-118.77347995113978,33.7101640734342,2.6892794848065193
-117.12693692686764,32.10167650697638,2.769156075234683
-115.87070042142882,32.43156570797322,2.1634744650659155
-116.48431870709956,32.12571674274694,2.675740252288658
-114.71755079405838,34.54564164505512,3.1143613561278345
-115.70653184190527,33.25742392430531,2.7080419371069873
-118.18532786459285,34.03428276465881,2.3548101350282225
-118.64715626299785,35.63026589570437,2.4825434844024032
-115.78790360896842,32.9971689165955,3.843115072130903
-118.86744344729189,33.64153169214252,2.82533487362317
-116.07112209363268,35.02220455417219,3.457079444192302
-114.29884879287522,32.915192661966486,4.013669083419428
-116.12262911062061,32.30791963931517,4.761579314517461
-117.0591503689674,33.15900581165507,2.1572485593643957
-115.78355890778823,32.64488514901602,5.197641595636171
-116.70873554754242,35.718790609370295,4.5116015579636315
-116.27191605342033,35.23248151825767,2.3270361277954876
-114.29267595611738,34.533615026041694,5.4943144964271085
-117.06948681099612,35.48584236075087,5.683489602127253
-114.19404718088043,35.21468830759646,2.244311839419455
-114.47324679021968,32.74628023554414,3.107510592588815
-118.02104432605351,35.57023599395991,5.224805119172245
-118.65319349562418,34.157368967662606,4.993038761534633
-118.49610999311287,35.22976062065625,2.7380840774255093
-118.90889087174226,35.58436519969397,2.837397293346841
-118.52778519622036,33.272013899887455,3.481888411165528
-115.58496613291821,32.440207698110704,3.9380919407640853
-118.64405675769885,32.911740650167765,4.473019086121184
-117.4051218485312,33.70843115450503,3.4756545582790896
-114.77562344515273,35.27205906368997,3.8501388645325916
-118.88364032132087,35.44292233302537,4.989883752535026
-114.92765758705532,32.027808522124765,2.1467328115623916
-117.590726126133,34.04298921031026,3.009747777376083
-118.40917586189173,33.669644012595114,4.85339834353821
-115.51631417317925,32.88843124188292,5.580827350748797
-115.85528576610058,32.47946146933473,4.046709768462664
-114.61263993236473,33.350460685614514,4.128453941061263
-115.32464478098058,35.77163881565008,2.428688045359104
-114.98259534807576,33.292811728083024,3.7896494672938186
-117.58982713714347,34.07516248697346,4.130469065820092
-118.11280228110138,34.812075835580714,2.9698820145389186
-115.2469262417957,33.45451840951718,3.076972923797524
-114.96582630366368,35.88712833088384,3.5091366524184906
-114.04747428999663,35.84978917976844,2.0802847911109055
-116.93691161544287,33.00712918330146,3.288316662332713
-117.13990957103609,33.98899402356954,2.8457920279861786
-115.11793519629002,33.20351323926708,3.3099894087116586
-117.29598229873491,33.13936197750987,2.479048527277005
-114.34621337198217,32.147547789418134,5.56210912295958
-114.70793624078495,34.43825733591959,4.374369814216195
-116.85502986312491,34.010716092915445,4.716409276577958
-115.24564466104252,32.20591500499996,5.156684954429354
-115.22728562957658,33.11458585694645,3.993768795716229
-118.48438065582033,35.63306354386661,2.3476811523496948
-114.48723546660217,32.95824756266789,4.148426167274192
-116.47373813776072,32.57957948836489,4.347364472083516
-114.8677126694613,33.957811041110254,4.98175789673732
-117.39975199484694,35.942601816442405,3.7266381849187176
-114.522383857519,32.968221086046,2.510321211182255
-117.05399160632919,34.68854218962351,3.135103623194898
-118.94581174259851,35.04647846131487,3.4523291855945404
-114.47309011790368,32.950550175969596,4.583668965326405
-118.54356661606933,34.91286539444744,4.2831132186756475
-117.40343181204793,33.471132530877014,3.424386903591385
-114.24969016474597,34.52922332237432,5.946060995171919
-114.24696426531222,34.53411884304358,4.423099277427548
-116.13281055938357,34.14309873629903,2.948907166943978
-115.840813939151,32.36115908021763,2.407129890481615
-116.7577723901084,35.34120998235695,2.611436556737328
-117.53394614150967,33.28312025988694,2.9838309135380325
-117.35667727315042,32.746074041599414,2.6427254930382227
-115.63740771961481,32.16310056621906,2.746268096205223
-115.2381273528116,34.36357177275297,3.1403806747753884
-115.04210478137075,34.71025744736913,2.6934943811790193
-115.05190928602723,32.06635131571142,5.587061698505701
-118.54396948475654,34.04837223319712,2.320934982646569
-116.5278984764871,32.90598310079175,4.098045558281019
-118.71220619991678,34.5806911616378,3.641587307958646
-116.25235558838132,32.69746571601996,5.929514467634426
-116.79234749313312,34.763750952409865,2.4481556086722094
-114.56147908620851,33.546941385202146,3.5914223961829665
-117.2454249372396,35.74691995494694,5.877881733101475
-118.41466491786197,32.550083776583975,5.462028503575921
-118.28504158973583,33.364265404201035,5.268288283797119
-115.19244684141263,32.45389408496236,3.0316113081797593
-115.9089096834187,35.69877447311425,2.6835503495602633
-118.49438661938605,35.50935741352392,4.674572879697724
-118.57946596942502,33.03176651086062,5.717503956510344
-115.4951543427044,34.639936184136715,4.22705157205572
-118.63618496817904,35.268888800804866,4.286450757879599
-114.89069970354822,34.22080324639785,3.1199163746411367
-115.46878886421752,34.11860231342403,5.077971732767748
-118.5932560967905,32.96740916360181,2.7481749942300935
-118.57581142957405,32.372411071223596,3.2947169456169747
-114.06680210749413,35.588863031813304,3.701745754465667
-117.1286460212194,35.60167222865332,4.03044151473782
-117.14678926466554,34.53240582909307,2.969638929660321
-114.93600216371249,33.3561191641948,2.459347298956814
-114.2637571130807,33.396838298450646,4.44248016976653
-114.06999468088564,34.903822715480956,3.154522212961023
-115.2331090737053,35.588441039810306,4.324952885690449
-117.11870207234543,35.54834569706047,2.6174508610968092
-118.58249641650666,35.1195021834305,3.92456040741927
-115.11426542036281,34.568126584617154,4.1303577302063434
-116.20797875132098,32.3365598599802,2.2072941472897076
-116.87888995376512,32.64651485637845,3.3464171127756823
-114.46822807452632,35.59421675410832,2.537658707755897
-118.44401258846925,34.42571623863836,2.253499881891071
-116.5368744785457,32.03678820646652,5.959840929559781
-118.9432317761629,32.405886171464125,3.289415379898892
-116.65669679002937,34.65400707643222,5.239497783418539
-118.7184836215908,32.020246335384876,3.0185626190550554
-118.40591041865964,32.643232205669996,4.726010888895717
-118.41236876611447,34.19493515746635,5.040911439558746
-115.75394848941968,34.76758079077077,4.382554962431377
-115.26977560367288,34.6078450380104,3.8863047542006335
-116.0831561745142,32.89707723784224,3.647363656589074
-114.1891372576273,34.84871688539015,3.395473066171981
-117.12564710238148,32.9489963499872,5.718116576991303
-117.57143956859069,33.30159879263707,5.3224776311509165
-114.65700435905269,34.98596562047209,5.86010764266605
-117.88202080740274,34.598531596188856,2.497188893942179
-114.18388730279695,35.39689364197671,4.9234699008145775
-118.93922762655092,34.63045156920138,5.753361827284151
-114.1506058664618,34.27323441334189,2.7249322646626406
-118.78420044024712,32.37469907131237,2.26598506946711
-114.54428443150964,33.47086321223773,4.964482597160236
-116.3614944545685,33.0608094707269,4.297892452719648
-114.0351760194035,32.97595857351634,5.367315107033088
-118.631017176323,35.89204221900978,2.559089506505158
-116.2307285779934,33.57239089866704,5.181069247439561
-114.1534873219045,35.568186220708455,2.806509280190978
-116.38451077914925,34.52455450398905,2.654623771462818
-115.85300680932369,35.17924521416659,2.6570631917239718
-115.52125655507692,34.01054837242077,5.258298880925528
-116.72729467616114,34.30761553850544,4.6607888827848
-115.86220959957969,33.97007077527545,4.092261699076477
-116.0784284403845,32.78097195119218,3.43532193649401
-114.49420994754506,34.88980846104602,5.508802163252433
-118.77276809829272,33.12308944976343,3.5697804296905415
-117.59518405203885,32.097263865725814,5.266397757886308
-114.2479425796172,34.58188918362867,3.7565396342808737
-114.54868108054542,32.708442717628195,3.5077777176996303
-116.72171623607143,35.761834337411656,3.8507191426784257
-115.89933701099231,35.81571430801035,3.2055114966565683
-117.61309408509433,35.65945756088179,4.9904375207050045
-118.0593942013812,33.48063480102178,4.010881560369917
-116.6815079753001,32.06182646611547,2.928850780587269
-117.23323885986973,35.7132742503509,5.598298293098274
-116.08171944074564,33.712736593269256,3.5355648854928456
-118.61132681517508,35.86661927617468,4.174211444455954
-114.12802596166917,35.854479908357014,5.625888443858187
-114.06894627760198,35.41203782186944,4.496951983655968
